#Followers,#Friends,#Retweets,#Favorites,Positive_sentiment,Negative_sentiment,Post_hour
5708,421,106,443,1,-3,17
241,272,0,0,2,-2,17
438,295,0,0,1,-1,17
11381,1712,181,512,2,-2,17
2581,2086,3,15,2,-3,17
1421,211,1,24,1,-1,17
298,267,0,0,1,-1,18
4198,952,0,0,2,-4,18
5210,2765,2,0,3,-1,18
664888,1156,210,723,4,-3,18
200,276,0,0,2,-1,18
1613,1372,3,3,1,-1,18
162,182,0,0,2,-1,18
144348,300,0,0,1,-1,18
3513,998,4,2,1,-1,18
8153,1851,0,0,1,-4,18
109,486,1,0,3,-3,18
171,210,0,0,3,-1,18
1241,2305,0,0,1,-2,18
903,447,1284,3257,1,-1,18
62584,2177,72,175,1,-4,18
926,1220,0,0,1,-3,18
109083,74272,93,211,1,-1,18
3900,4996,0,0,2,-1,18
69,471,0,0,1,-3,18
103501,17177,481,1005,2,-3,18
7057,113,48,289,1,-1,18
853,475,1,0,3,-1,18
24,202,0,0,2,-1,18
83,23,0,0,2,-1,18
21,141,0,0,2,-1,18
55676,115,27,162,3,-1,19
558,905,0,0,2,-2,19
150,134,0,0,1,-1,19
630917,565,3,7,1,-1,19
2439,3528,1,1,1,-3,19
776,3608,0,0,1,-1,19
1592,308,212,302,1,-3,19
28,258,1,17,2,-1,19
3052,4012,0,0,1,-1,19
2514,1489,0,0,2,-3,19
26,54,0,0,3,-1,19
131264,344,22,191,2,-2,19
8092006,1084,9,3,1,-1,19
362,293,0,0,1,-1,19
554,769,0,0,1,-1,19
2578,2023,0,0,3,-1,19
40711,89,0,0,1,-1,19
159,739,1,1,2,-3,19
26382,457,1,0,1,-1,19
2722,970,2,12,1,-1,19
16069,1474,64,225,2,-1,19
7600,653,11,110,1,-1,19
49,104,0,0,1,-1,19
246,461,1,1,2,-1,19
26,178,0,0,1,-1,19
71793,694,12,58,1,-1,19
846,2119,0,0,2,-3,19
386,3315,0,0,2,-3,19
60025,53643,22,41,2,-1,20
4955,446,1,2,3,-1,20
96,119,0,0,1,-1,20
7,80,0,0,2,-1,20
254,694,0,0,2,-1,20
50934,156,23,193,3,-1,20
976,944,0,0,1,-2,20
112,181,1,1,2,-1,20
1,17,0,0,1,-1,20
13199,82,5,6,2,-1,20
2256,2841,0,0,2,-1,20
493,1250,0,0,1,-1,20
1437,2316,1,1,1,-1,20
186,410,0,0,2,-3,20
274,1345,0,0,3,-3,20
1093,494,0,0,1,-1,20
418,701,0,0,1,-1,20
6158,279,1,0,2,-1,20
27231,12868,42,67,2,-1,20
1037,291,0,0,1,-1,20
3581,1498,0,0,2,-2,20
317,538,0,0,2,-1,20
3308,1091,0,0,1,-2,20
115,118,1,4,1,-3,20
5461,3097,15,64,1,-1,20
1388,1884,0,0,1,-1,21
269,337,0,0,3,-2,21
511,762,0,0,2,-1,21
267,35,0,0,2,-3,21
349,1128,0,0,1,-1,21
103,180,1,1,3,-2,21
122637,1720,19,425,1,-1,21
121,443,0,0,2,-3,21
741,2034,0,0,2,-2,21
2645,2159,0,0,3,-3,21
2642,4006,0,0,3,-1,21
608944,408,15,30,1,-1,21
1063,1349,0,0,1,-1,21
24032,245,69,301,1,-1,21
1703,478,1,1,1,-1,21
6959,3268,44,49,1,-1,21
180,166,0,0,2,-1,21
173,427,0,0,1,-1,22
323,130,0,0,2,-1,22
3241,241,80,250,2,-3,22
30324,6325,0,0,1,-2,22
444,170,0,0,1,-4,22
201,324,0,0,3,-1,22
225,266,0,0,2,-1,22
198,215,6,5,3,-1,22
7,142,0,0,1,-1,22
5750,740,4,2,3,-1,22
24,96,0,0,2,-4,22
382,709,0,0,3,-1,22
19218,385,60,206,1,-2,22
649,717,0,0,1,-1,22
226,334,21,24,3,-1,22
321189,26833,32,43,1,-1,22
331,136,0,0,1,-2,22
739,584,0,0,1,-3,22
490,282,0,0,2,-1,22
4252,164,42,646,1,-1,22
13284,4970,0,0,1,-1,22
1392,1387,1,1,2,-1,22
30,91,12,17,1,-1,22
4,89,0,0,1,-1,22
1628,2230,0,0,1,-1,22
369,260,0,0,3,-3,22
2804,3503,0,0,2,-2,22
592,362,0,0,1,-1,22
14142,15235,0,0,1,-1,22
20096,1691,109,989,1,-1,22
1078,1056,1,2,3,-1,22
44,92,0,0,1,-1,22
3277,6411,0,0,3,-4,22
28204,410,31,370,1,-1,22
3212,3178,34,22,1,-2,22
42,415,0,0,1,-1,22
24521,6086,1,38,1,-1,22
16288,13929,19,32,1,-1,22
2,8,0,0,3,-2,23
63,90,0,0,2,-1,23
314,311,0,0,3,-2,23
17025,17641,0,0,2,-1,23
3175,3529,0,0,2,-1,23
1496,2370,0,0,2,-4,23
2750,4896,0,0,2,-3,23
1157437,700,2604,13936,1,-4,23
64,67,0,0,1,-1,23
2955216,626,68,198,1,-1,0
7582,1808,14,87,2,-4,0
12644,1104,2,10,1,-1,0
2469,3674,4,17,1,-1,0
843,618,0,0,1,-1,0
86,164,40,69,2,-4,0
25,64,1,0,1,-1,0
42683,535,10,11,1,-4,0
10399321,368,24,34,2,-3,0
24331,24309,3,5,1,-1,0
825,941,1,1,1,-1,0
3149,3432,0,0,1,-1,0
20,410,0,0,2,-3,0
899,91,0,0,2,-1,0
5176,119,1,9,1,-1,0
1058,523,0,0,2,-1,1
1677,3038,0,0,1,-1,1
2798,1324,0,0,2,-1,1
886,711,1,0,1,-1,1
1252,61,0,0,1,-2,1
585,277,0,0,1,-4,1
957,833,0,0,2,-2,1
2736,963,4,125,1,-1,1
248,283,0,0,3,-3,1
40,261,0,0,2,-2,1
227,490,11,44,1,-1,1
38,168,0,0,2,-1,1
193,929,0,0,2,-3,1
18488,1386,7,10,2,-1,1
780,907,0,0,1,-2,1
2048,2396,2,1,1,-1,1
4025,4984,0,0,1,-1,1
3972,3773,0,0,1,-2,1
27895,514,9,20,1,-3,1
111,426,0,0,2,-3,1
2743,292,0,0,3,-1,1
31,20,0,0,3,-1,1
447,562,0,0,1,-1,1
509,246,0,0,1,-1,1
41074,1818,1463,2956,2,-4,1
36114,899,36,83,1,-1,1
254,1588,0,0,2,-1,1
108,226,0,0,1,-1,2
17,25,0,0,1,-1,2
728,782,0,0,1,-1,2
195558,809,112,541,1,-1,2
51,116,0,0,1,-1,2
398,638,1,2,1,-1,2
2440,2162,0,0,2,-2,2
89,829,0,0,2,-1,2
12,96,0,0,2,-1,2
4731,339,13,16,1,-1,2
11,331,0,0,3,-3,2
81,78,0,0,1,-1,2
702,521,0,0,1,-3,2
1419,681,14,40,3,-1,2
469,611,0,0,2,-2,2
150400,6514,108,279,3,-1,2
8896,220,0,0,1,-1,2
150226,6517,41,138,2,-1,2
27,95,0,0,1,-2,2
331,547,0,0,1,-1,2
17379,14245,15,14,2,-1,3
5185,3910,2,3,1,-1,3
74946,348,777,2083,2,-1,3
1862,1091,0,0,1,-1,3
623,147,0,0,2,-1,3
446,1172,0,0,2,-3,3
31,291,0,0,1,-1,3
563,239,5,5,2,-1,3
262,2,56,73,2,-1,3
282,129,0,0,2,-1,3
58,209,4,3,1,-5,3
1320,2372,0,0,1,-3,3
2249,3222,26,11,1,-1,3
2235,1025,0,0,1,-4,4
3402,1429,67,246,1,-3,4
82,175,0,0,2,-1,4
29669,1414,2,4,1,-2,4
1099,98,29,30,1,-1,4
43153,2577,116,561,1,-4,4
1917,1069,116,224,3,-1,4
256,3878,0,0,1,-1,5
9,204,0,0,1,-1,5
4980,186,36,121,1,-1,5
111,73,0,0,1,-1,5
75428,71496,127,129,2,-1,5
134,114,0,0,1,-1,5
1716,1619,19,33,3,-1,5
1182,1011,0,0,3,-1,6
13,349,0,0,2,-1,6
8129,1737,6,5,2,-1,6
17223,11987,0,0,1,-1,6
452,1740,0,0,1,-1,6
6206,922,3,2,1,-1,6
41217,274,124,143,1,-2,6
3080,608,0,0,1,-1,6
3682,199,54,88,1,-1,6
1543,4190,1,1,2,-2,6
270,157,0,0,4,-1,6
6566,3969,58,172,2,-1,6
63181,1243,9,56,1,-1,6
803259,1251,3,0,1,-3,7
117,346,0,0,1,-1,7
12,2,0,0,1,-1,7
974,240,0,0,1,-1,7
341,102,0,0,1,-1,7
6258,2719,7,38,2,-3,7
26,221,0,0,1,-3,7
937,1166,0,0,1,-1,7
72,82,0,0,1,-1,7
6,93,0,0,3,-1,7
13225,12461,0,0,2,-1,7
30,210,0,0,1,-1,7
1343,1103,0,0,1,-1,8
1398,537,2,4,3,-3,8
2392,761,0,0,2,-1,8
6591,6893,2,6,2,-3,8
37,41,440,750,1,-1,8
295,435,0,0,1,-1,8
45,65,0,0,1,-1,8
11409,82,0,0,1,-1,8
294,508,0,0,1,-1,8
5627,5479,24,29,3,-2,8
2733066,5007,9,39,3,-1,8
12136,10104,87,537,1,-3,8
398,386,0,0,1,-1,8
5716,403,0,0,1,-1,8
1833,68,124,361,3,-1,9
2,26,0,0,1,-1,9
146,120,0,0,1,-2,9
859,442,0,0,1,-2,9
48342,310,13,28,2,-1,9
646,769,0,0,1,-1,9
71,152,0,0,2,-3,9
4957,5146,17,14,1,-1,9
62205,172,17,31,2,-4,9
1516,1853,13,9,2,-4,9
2732,936,6,6,1,-1,9
95,192,1,1,1,-1,9
278,400,5,5,4,-1,9
38362,960,15,14,3,-1,9
1001,126,25,53,1,-2,9
4300,1170,0,0,3,-1,9
114594,1336,3,17,1,-1,9
3551,22,13,42,3,-1,9
25,112,0,0,2,-1,9
296,81,0,0,1,-1,10
4524,1561,2,5,2,-2,10
346,112,0,0,2,-3,10
0,0,0,0,1,-1,10
3177,3539,8,24,2,-3,10
590,25,0,0,1,-1,10
4303,567,0,0,1,-2,10
19915,3415,240,169,1,-1,10
41402,41153,2,6,1,-1,10
1055,550,33,30,4,-1,10
0,4,0,0,1,-1,10
1050197,356,469,722,1,-4,10
301,290,0,0,1,-1,10
4290,9,2,9,3,-1,10
72,257,1,1,1,-4,10
1024821,624,96,297,1,-3,10
58,248,0,0,2,-1,10
158387,1716,163,310,3,-1,10
2427,14,2,1,2,-1,11
218,460,0,0,2,-3,11
1092,262,0,0,1,-1,11
36,106,0,0,1,-1,11
4769,2474,0,0,3,-1,11
122,185,0,0,1,-1,11
5604,3358,1,0,1,-1,11
401,112,0,0,2,-1,11
7,60,0,0,1,-1,11
9479,231,1,1,2,-1,11
531,617,3,16,2,-1,11
5211,2701,0,0,2,-1,11
128,328,0,0,1,-1,11
31852,35,2,1,2,-1,11
76,118,0,0,4,-4,11
1019,997,19,38,2,-1,11
541,893,0,0,1,-1,12
4114,4174,0,0,1,-1,12
215,1332,0,0,1,-1,12
14752,11821,0,0,1,-1,12
299,498,1,1,1,-4,12
13131,12791,1,1,1,-1,12
26711,1041,378,821,1,-4,12
11,12,0,0,1,-1,12
2831,1984,0,0,2,-2,12
618,1318,0,0,1,-3,12
355,646,6,22,3,-1,12
770,1703,0,0,1,-2,12
0,11,0,0,1,-1,12
154,194,0,0,1,-1,12
418,1002,0,0,2,-2,12
60,200,0,0,1,-4,12
80,1,0,0,1,-2,12
381,725,0,0,1,-1,12
2755,5000,28,34,1,-1,13
26,41,2,0,1,-4,13
590,568,0,0,2,-4,13
76565,32618,28,53,1,-2,13
4540907,47,222,1057,1,-3,13
2038,4707,5,13,1,-1,13
1055,857,0,0,1,-1,13
5380,2736,24,112,1,-2,13
39356,295,6,330,1,-1,13
13884,13285,110,91,2,-2,13
22,141,0,0,3,-4,13
6260,4030,1,2,1,-1,13
26683,19650,6,23,2,-1,13
328,313,0,0,2,-1,13
377,85,0,0,3,-1,13
536,602,0,0,1,-1,13
1478,1420,0,0,1,-1,13
895,859,13,17,1,-1,13
661,589,40,60,1,-1,13
472,428,0,0,2,-1,13
1467,1897,0,0,1,-3,13
7254,2147,36,36,1,-1,13
2219,995,0,0,1,-3,14
326878,2894,1,2,3,-1,14
90,130,0,0,1,-1,14
7,12,0,0,1,-1,14
20,72,0,0,1,-1,14
276,674,0,0,1,-1,14
1690,931,1,1,1,-1,14
1982,0,2,14,1,-1,14
38688,425,5,9,1,-1,14
62180,342,41,799,3,-1,14
27192,1563,234,528,1,-4,14
463,434,13,9,1,-1,14
1047,397,0,0,1,-2,14
4054818,533,40,280,2,-1,14
56307,2985,3,1,2,-3,14
16,18,0,0,2,-1,14
21,111,0,0,2,-2,14
69,98,42,235,1,-1,14
145,196,0,0,1,-4,14
99,82,3,3,1,-1,14
23,83,0,0,1,-1,14
7814,506,49,76,2,-1,14
825,113,0,0,1,-1,14
745,472,0,0,2,-1,15
12290,11511,0,0,1,-4,15
10769,11636,41,80,1,-1,15
7261,3157,24,23,1,-1,15
1037,2226,0,0,1,-1,15
1829,825,0,0,3,-1,15
3634,289,0,0,2,-1,15
1201,65,1,0,1,-2,15
71552,1723,245,763,3,-1,15
21508,15402,1,243,2,-1,15
11831,582,0,0,1,-1,15
541,589,0,0,1,-3,15
3,166,0,0,1,-1,15
13878,842,1,30,1,-1,15
297,2076,1,1,1,-3,15
1087436,3654,7,34,2,-1,15
11,273,1,2,3,-1,15
9115,1604,0,0,1,-1,15
58,158,0,0,1,-2,15
364,329,4,15,1,-2,15
596,514,3,4,2,-3,15
5158,5638,0,0,1,-1,16
455,304,7,33,2,-1,16
315,398,1,1,2,-1,16
7,81,0,0,1,-1,16
895,1840,0,0,1,-1,16
437,239,1,1,1,-1,16
5803,704,0,0,2,-2,16
513,659,0,0,1,-1,16
1824,1780,3,5,5,-1,16
557,823,0,0,2,-3,16
61264,61217,0,0,1,-1,16
9142,232,4,11,1,-1,16
8,25,0,0,1,-1,16
130141,1056,244,602,1,-4,16
43869,40,16,84,1,-3,16
868065,58,98,972,1,-1,16
8119,6597,0,0,3,-1,16
320,320,11,172,1,-1,16
83,210,0,0,3,-1,16
1997,443,49,97,1,-1,16
3709,3105,0,0,1,-1,16
10135,4227,0,0,1,-1,16
1945,2396,6,18,1,-1,16
2669,2577,0,0,2,-1,16
46,128,0,0,1,-3,16
859,273,0,0,2,-1,17
0,0,0,0,2,-1,17
9998,10948,3,2,1,-4,17
1447,1464,0,0,1,-1,17
4022,194,34,100,3,-3,17
1624937,822,799,3809,1,-3,17
755,609,0,0,1,-2,17
1167,3545,0,0,2,-1,17
160,110,0,0,2,-1,17
2330,2026,0,0,1,-1,17
275,244,0,0,2,-1,17
282,142,2,13,1,-1,17
169,217,1,55,2,-1,17
587,34,0,0,2,-1,17
348,1276,0,0,1,-4,17
2,34,18,14,1,-4,17
16549,316,29,89,2,-2,17
126,463,0,0,2,-1,17
520,720,0,0,3,-4,17
213,238,0,0,1,-2,17
31746,1199,8,22,2,-1,17
5,30,0,0,1,-1,18
4613,822,0,0,1,-1,18
2732,3974,2,3,3,-1,18
4,78,0,0,1,-3,18
194,429,0,0,4,-1,18
13582,4567,10,15,2,-1,18
54350,10748,4,2,2,-2,18
2,50,0,0,1,-1,18
900,970,0,0,1,-1,18
116501,1397,107,164,1,-1,18
305,347,0,0,1,-1,18
35,99,4,2,2,-2,18
17,82,1,5,1,-1,18
108,464,0,0,1,-1,18
1096,699,31,174,3,-1,18
127,88,1,1,3,-1,18
15300,17592,0,0,2,-1,18
32704,969,12,41,1,-3,18
768,893,0,0,1,-1,18
114,148,0,0,1,-1,19
92,66,0,0,1,-1,19
6505,64,0,0,1,-2,19
1031,603,0,0,1,-3,19
127,148,0,0,1,-1,19
773,1212,0,0,2,-1,19
1807939,701,16,129,1,-1,19
20441,438,77,461,1,-4,19
9753,786,8,24,2,-2,19
32486,461,1817,7713,2,-3,19
270,51,0,0,3,-1,19
313,588,0,0,1,-1,19
94,80,2,3,3,-1,19
59,82,134,2879,2,-1,19
2495,3080,0,0,2,-1,19
2,32,0,0,1,-3,19
48,427,0,0,1,-1,19
87012,1741,18,45,3,-4,19
557,582,0,0,1,-1,19
106,289,0,0,3,-2,19
54,187,0,0,2,-1,19
56707,2936,8,234,2,-4,19
53,470,0,0,1,-4,19
94631,92069,28,43,1,-1,19
2677,1493,0,0,2,-1,19
712,376,0,0,3,-2,19
71,312,0,0,3,-1,19
331,645,0,0,3,-1,20
172,185,0,0,1,-1,20
888,277,0,0,1,-1,20
113014,8806,39,227,4,-1,20
1249,583,0,0,1,-3,20
238,166,2,4,1,-3,20
8,67,0,0,3,-3,20
163,113,0,0,1,-1,20
18842,1140,8,21,1,-1,20
357,692,0,0,1,-1,20
206,34,0,0,1,-1,20
275,319,0,0,2,-1,20
600,414,0,0,2,-3,20
823,1001,0,0,1,-2,20
1309,2063,0,0,1,-1,20
3240,2262,114,110,1,-2,20
34638,329,8,208,1,-1,20
203,663,0,0,1,-1,20
132600,721,0,0,1,-1,21
2111,410,2,5,1,-1,21
1359,956,1,2,3,-1,21
183,297,0,0,1,-1,21
236,299,3,4,1,-1,21
6559,6359,0,0,2,-1,21
201,429,1,0,1,-1,21
31874,1097,18,138,3,-1,21
129249,395,0,0,1,-1,21
4786,404,22,36,1,-2,21
72,265,0,0,1,-1,21
4270,4827,0,0,2,-4,21
507514,20,5,16,1,-1,22
188,136,0,0,1,-1,22
12977,1290,1,5,1,-1,22
288,1223,0,0,2,-3,22
21,245,0,0,2,-1,22
590,1095,0,0,1,-3,22
1189,1291,0,0,1,-1,22
5242,1042,0,0,1,-1,22
17,3,0,0,1,-2,22
288,298,0,0,1,-1,22
898,698,0,0,2,-2,22
627,611,0,0,2,-1,22
348,355,0,0,1,-4,22
5790,1030,55,83,1,-2,22
2295,1862,0,0,1,-1,22
13563,7698,0,0,1,-1,22
65,100,1,1,2,-1,22
132,547,0,0,1,-1,22
3394,1841,1,2,1,-1,22
2755,570,0,0,2,-1,22
8115,2786,2,4,3,-1,23
4269606,4,212,447,1,-1,23
548,301,7,36,1,-2,23
438,510,0,0,2,-1,23
6460,1754,0,0,3,-1,23
1583,2066,0,0,2,-1,23
1414,1435,0,0,1,-1,23
473,706,0,0,2,-4,23
1665,508,0,0,1,-1,23
34,188,0,0,1,-1,23
458,433,0,0,1,-1,23
5776,792,8,13,1,-4,23
2432,766,2,3,2,-1,23
129622,104,14,11,2,-1,23
70169,2987,22,90,1,-2,23
712,1305,0,0,2,-4,23
2046,102,17,118,1,-2,23
976,625,0,0,2,-2,23
495,813,0,0,2,-1,23
119,53,0,0,2,-3,23
129,203,2,1,2,-2,23
3201,4420,1,1,2,-2,23
50445,33731,3,4,2,-1,23
113431,105962,114,312,2,-2,0
134,128,1,0,2,-1,0
1068,831,0,0,1,-2,0
223770,58749,105,115,1,-1,0
1244,838,0,0,2,-1,0
181,283,0,0,2,-4,0
1500,24,21,30,3,-1,0
1214,359,0,0,1,-1,0
367,1240,5,13,3,-2,0
316,71,30,32,1,-1,0
9793,7241,229,411,1,-1,0
1724,2973,0,0,2,-1,0
2885,249,42,213,2,-1,0
12136,12422,15,19,2,-4,0
931,678,9,26,1,-1,0
769,875,0,0,1,-1,1
16501,823,109,516,1,-1,1
1109,727,0,0,1,-1,1
657,359,0,0,1,-1,1
0,11,0,0,1,-1,1
691,184,0,0,1,-1,1
64,90,0,0,1,-1,1
310306,35754,363,1067,1,-3,1
66,243,0,0,1,-1,1
4,0,0,0,1,-1,1
82,98,0,0,3,-1,1
879,292,0,0,1,-1,1
589,440,0,0,1,-2,2
288,1144,0,0,1,-3,2
659,123,0,0,1,-1,2
220,232,0,0,2,-1,2
538,601,0,0,1,-1,2
28102,514,4,23,1,-1,2
267,412,0,0,2,-1,2
137617,8002,4,16,1,-1,2
10781,9579,0,0,1,-1,2
825,621,0,0,3,-2,2
286862,1871,905,4006,2,-3,2
12656919,61,22,60,1,-1,2
607,2396,1,1,1,-1,2
206,232,0,0,2,-1,2
1492,2218,0,0,2,-1,2
121,526,0,0,1,-1,2
337057,1081,2307,10193,1,-1,2
10240,5845,0,0,2,-1,2
160,212,1,1,1,-1,2
725,840,6,34,2,-1,2
4522,4102,5,19,1,-2,2
1108,884,0,0,1,-1,2
91,69,3,1,1,-1,2
507,430,0,0,1,-3,2
369,884,0,0,1,-1,2
42,34,0,0,1,-2,2
1572,1218,0,0,1,-1,3
82,481,0,0,1,-1,3
6253,429,22,29,1,-1,3
6469,428,1,7,2,-2,3
684,298,22,397,2,-2,3
2,140,38,8,2,-1,3
1252,3238,0,0,1,-1,3
1583,445,0,0,1,-1,3
152,26,5,7,1,-2,4
273,294,0,0,1,-1,4
12505,30,42,75,1,-1,4
1204,602,1,5,1,-2,4
1036,1668,0,0,1,-2,4
1539,1034,18,22,3,-1,4
92,332,31,61,2,-1,4
64623,44617,92,100,1,-2,4
4,221,0,0,4,-1,4
1480,407,0,0,3,-2,5
312,368,1,3,3,-1,5
1206,1174,2,6,3,-4,5
142,165,0,0,2,-1,5
2035,1041,56,66,3,-1,5
42828,1514,0,0,2,-1,5
1852,3394,0,0,3,-2,5
917,1261,0,0,4,-1,6
340,308,1,1,2,-1,6
11,8,0,0,1,-2,6
49,79,0,0,2,-4,6
383,1378,0,0,1,-3,6
1484,799,0,0,1,-1,6
21501,996,18,43,2,-4,6
209,503,0,0,1,-1,6
24,89,0,0,1,-1,6
2500,1581,0,0,1,-1,7
965,1104,0,0,2,-1,7
14524,5863,0,0,1,-1,7
69,66,0,0,1,-3,7
25631,479,0,0,1,-1,8
209,345,0,0,1,-1,8
41,38,0,0,1,-1,8
2898,1903,60,102,2,-2,8
7053,7266,0,0,2,-1,9
289,1880,0,0,2,-1,9
7631,441,0,0,1,-1,9
155397,389,9,19,1,-1,9
3117,881,0,0,1,-1,9
708,231,0,0,1,-1,9
33,73,0,0,1,-1,9
657,457,127,159,3,-1,9
6053,3739,16,87,2,-1,9
394,613,0,0,2,-1,9
65801,2,42,187,1,-1,9
1265,572,0,0,1,-4,9
387,88,2,11,2,-2,10
56,0,0,0,2,-4,10
845,1424,8,54,1,-4,10
137944,82319,398,426,3,-1,10
281844,150,0,0,2,-2,10
1564,1051,0,0,1,-1,10
176733,28665,1,0,1,-4,10
31,268,1,0,1,-2,10
402,160,27,87,3,-1,10
3614,3229,19,23,1,-1,11
0,0,0,0,3,-1,11
2942,994,0,0,1,-3,11
37,85,0,0,1,-1,11
219,500,0,0,1,-1,11
7029,3446,7,94,4,-1,11
5033,521,0,0,2,-1,11
26375,983,6,33,1,-2,11
4652,1087,0,0,3,-3,11
5576,5199,0,0,4,-1,11
660,441,0,0,1,-3,11
9,28,0,0,1,-1,11
61175,1706,291,1691,2,-1,11
1929,228,1,3,1,-1,11
987800,1066,101,391,1,-1,11
3035,3043,144,718,2,-1,11
3561,1409,4,17,1,-4,11
29,42,0,0,1,-1,12
1544,1835,0,0,1,-1,12
56,66,20,86,2,-3,12
378,988,1,0,2,-3,12
351,295,0,0,3,-2,12
2151,548,4,19,2,-2,12
1564,314,71,242,1,-1,12
204,113,0,0,3,-2,12
17912,7655,137,281,2,-1,12
12429,3858,9,5,1,-4,12
6791732,1212,17,106,1,-1,12
33148,30484,2,6,1,-1,12
24313,2052,1585,3165,2,-3,12
3153,377,1,1,3,-1,12
1559,1071,2,12,1,-2,12
4082,4997,10,7,1,-1,12
6650,290,12,18,2,-4,12
168590,4684,456,1279,1,-1,12
843,1652,0,0,1,-4,12
21164,1204,6,18,2,-1,13
11814,10948,43,114,1,-1,13
2265,905,2,9,1,-1,13
47066,34520,20,201,3,-1,13
5148,4785,0,0,1,-1,13
1861,952,20,13,1,-1,13
655,771,0,0,1,-1,13
323,547,51,18,2,-1,13
1279,947,0,0,3,-3,13
444,394,0,0,1,-1,13
11631,47,12,36,2,-4,13
1443,3350,0,0,1,-1,13
9719,613,0,0,1,-1,13
27499,1628,10,34,1,-1,13
159,149,3,2,4,-1,13
290019,24380,52,125,3,-1,13
114,114,0,0,1,-1,13
1056,2070,0,0,2,-1,13
41879,41849,58,79,1,-1,13
676,2007,0,0,1,-3,13
1,66,0,0,1,-1,13
174,793,0,0,2,-3,14
13743,10441,0,0,3,-2,14
39,292,0,0,2,-3,14
102916,19875,35,55,1,-1,14
3562,2895,15,41,2,-1,14
1964,1418,1,9,2,-1,14
102920,19875,3,10,2,-1,14
5092,16,0,0,1,-1,14
132714,1414,58,306,3,-2,14
43313,25035,3,5,1,-1,14
540,215,51,195,3,-1,14
1412,300,0,0,1,-3,14
683,402,3,0,1,-2,14
1009,5002,0,0,1,-1,14
166253,134190,0,0,3,-1,14
243,380,0,0,2,-2,14
153,171,0,0,2,-1,14
8155,1566,104,223,2,-2,14
226,527,0,0,2,-1,14
1702,1280,1,3,2,-1,14
10739,8676,3,10,1,-4,14
1672,1893,0,0,1,-1,14
1215,375,0,0,2,-1,14
288343,10773,3,12,3,-1,15
776,2258,0,0,1,-1,15
3356,994,1,1,2,-1,15
636932,12724,1,0,1,-1,15
279,529,0,0,1,-1,15
1187,347,0,0,3,-1,15
113,40,0,0,2,-3,15
300,458,2,1,2,-1,15
77400,2075,3,3,2,-1,15
137625,138319,49,403,2,-1,15
19,25,0,0,2,-1,15
1293,184,27,50,1,-1,15
60,819,0,0,3,-2,15
15,274,0,0,1,-3,15
929,409,6,6,2,-2,15
3130,137,3,26,1,-1,15
531,361,0,0,1,-1,15
11870,1774,149,186,2,-3,15
293,234,0,0,1,-1,15
394669,1201,797,3241,1,-2,15
528,455,0,0,1,-1,15
4247,143,41,77,1,-1,16
34959,1650,57,419,3,-1,16
11,165,0,0,3,-1,16
93695,380,18,23,1,-1,16
229,532,0,0,1,-1,16
683744,646,8,31,1,-1,16
94,24,1,2,2,-4,16
4297,4254,0,0,2,-2,16
433,79,0,0,1,-1,16
270,592,0,0,1,-1,16
7,128,29,21,3,-1,16
11,161,0,0,2,-1,16
8,48,1,3,2,-1,16
3,16,0,0,1,-2,16
8,46,0,0,1,-1,16
4883,72,1,0,1,-1,16
492822,126908,69,348,1,-1,16
798,380,0,0,1,-3,16
2379,1350,0,0,1,-1,16
346,164,0,0,3,-3,16
470,852,32,47,1,-4,16
20690,2340,168,743,1,-2,16
192690,8465,2,1,1,-1,16
9224,8745,2,2,2,-3,16
5084,344,50,931,2,-3,16
427,809,0,0,1,-1,16
2351,2250,2,10,3,-1,16
332836,24,5,78,1,-1,17
149996,267,25,144,2,-4,17
5639,855,0,0,2,-1,17
0,3,0,0,2,-1,17
15,94,0,0,1,-1,17
1631,5000,0,0,2,-1,17
5449,1409,31,36,1,-1,17
2180,993,1,2,3,-3,17
2447,646,0,0,1,-1,17
2917,3708,0,0,1,-1,17
9319,367,0,0,4,-1,17
9,79,0,0,1,-1,17
1455,1169,2,6,1,-1,17
4142,1594,1,0,2,-3,17
719,170,1,5,1,-4,17
5,58,0,0,2,-4,17
10672,129,1,6,1,-1,17
37203,13,162,973,2,-2,17
859,291,0,0,1,-1,17
1109,1071,0,0,1,-2,17
687,554,0,0,1,-1,17
20670,1470,42,16,1,-1,17
417,1043,0,0,1,-1,18
62287,1666,7,27,1,-1,18
38663,104,171,270,1,-1,18
546,734,0,0,1,-1,18
1022,685,5,5,2,-1,18
2046,2323,0,0,2,-2,18
13023,215,0,0,1,-2,18
4,30,0,0,4,-3,18
364662,699,5,12,3,-3,18
1279,1464,0,0,1,-1,18
2525,632,0,0,1,-1,18
2299,1473,0,0,1,-3,18
4337,1245,17,26,3,-1,18
13734,615,288,1368,1,-1,18
7674,3017,0,0,2,-1,18
3792568,22,259,1407,2,-1,18
1343,4840,1,2,1,-1,18
4359,4518,9,12,2,-4,18
125,593,0,0,2,-2,18
377,281,40,92,1,-1,18
435,180,0,0,2,-1,18
419,221,0,0,1,-4,18
783,630,1,8,2,-1,18
719063,327147,8899,20403,1,-1,18
50014,62,17,84,2,-3,18
1584,1181,0,0,2,-2,18
2558,1983,0,0,1,-1,19
22812,1283,0,0,2,-1,19
852,143,0,0,1,-3,19
23934,1053,49,273,3,-1,19
1634,595,0,0,1,-1,19
51,101,0,0,1,-1,19
